"slug","id","activo","curul","video_url","partido","partido_id","partidoP","provincia","provincia_id","tipo","nombre","nombre1","nombre2","genero","comision","twitter","video_texto","urlImagen","urlDetalle","csvDetalle"
"emilio-absalon-campoverde-robles",289,1,82,"","CREO",33,"CREO","Zamora Chinchipe",23,"Provincial","Emilio Absalón Campoverde Robles","Emilio Absalón","Campoverde Robles","Masculino","Biodiversidad y Recursos Naturales
Fiscalización y Control Político","@absaloncreo","","/media/fotos_asambleistas/campoverde_ct0qKDI.png","/composicion/asambleistas/emilio-absalon-campoverde-robles/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/emilio-absalon-campoverde-robles?formato=csv"
"cesar-ataulfo-carrion-moreno",290,1,83,"","CREO",33,"CREO","Cotopaxi",14,"Provincial","César Ataulfo Carrión Moreno","César Ataulfo","Carrión Moreno","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@Cesar_Carrion21","","/media/fotos_asambleistas/carrion_lqou0i0.png","/composicion/asambleistas/cesar-ataulfo-carrion-moreno/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/cesar-ataulfo-carrion-moreno?formato=csv"
"alberto-alexander-zambrano-chacha",291,1,84,"","Alianza PAIS",21,"Alianza PAIS","Orellana",20,"Provincial","Alberto Alexander Zambrano Chacha","Alberto Alexander","Zambrano Chacha","Masculino","Biodiversidad y Recursos Naturales","@AlbertoZambra20","","/media/fotos_asambleistas/zambrano_a.png","/composicion/asambleistas/alberto-alexander-zambrano-chacha/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/alberto-alexander-zambrano-chacha?formato=csv"
"angel-ruperto-sinmaleza-sanchez",292,1,85,"","Independiente",12,"Independiente","Bolívar",11,"Provincial","Ángel Ruperto Sinmaleza Sánchez","Ángel Ruperto","Sinmaleza Sánchez","Masculino","Derecho a la Salud","@AngelSinmaleza","","/media/fotos_asambleistas/sunmaleza_asjKb4l.png","/composicion/asambleistas/angel-ruperto-sinmaleza-sanchez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/angel-ruperto-sinmaleza-sanchez?formato=csv"
"castulo-rene-yandun-pozo",293,1,86,"","Movimiento Integración Democrática del Carchi",38,"Movimiento Integración Democrática del Carchi","Carchi",12,"Provincial","Cástulo Rene Yandún Pozo","Cástulo Rene","Yandún Pozo","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@YandunRene","","/media/fotos_asambleistas/yandun_lj9E2QX.png","/composicion/asambleistas/castulo-rene-yandun-pozo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/castulo-rene-yandun-pozo?formato=csv"
"patricia-ivonne-henriquez-jaime",294,1,87,"","Partido Social Cristiano",3,"Partido Social Cristiano","El Oro",8,"Provincial","Patricia Ivonne Henríquez Jaime","Patricia Ivonne","Henríquez Jaime","Femenino","Derecho a la Salud","@PHenriquezElOro","","/media/fotos_asambleistas/hernandez.png","/composicion/asambleistas/patricia-ivonne-henriquez-jaime/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/patricia-ivonne-henriquez-jaime?formato=csv"
"henry-fabian-kronfle-kozhaya",320,1,88,"","Partido Social Cristiano",3,"Partido Social Cristiano","Nacional",25,"Nacional","Henry Fabián Kronfle Kozhaya","Henry Fabián","Kronfle Kozhaya","Masculino","Régimen Económico y Tributario y su Regulación y Control","@HenryKronfle","","/media/fotos_asambleistas/kronfle.png","/composicion/asambleistas/henry-fabian-kronfle-kozhaya/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/henry-fabian-kronfle-kozhaya?formato=csv"
"xavier-homero-castanier-jaramillo",319,1,89,"","CREO",33,"CREO","Cañar",1,"Provincial","Xavier Homero Castanier Jaramillo","Xavier Homero","Castanier Jaramillo","Masculino","Desarrollo Económico, Productivo y la Microempresa","@hcastanierj","","/media/fotos_asambleistas/castanier_SF41Jrd.png","/composicion/asambleistas/xavier-homero-castanier-jaramillo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/xavier-homero-castanier-jaramillo?formato=csv"
"guillermo-alejandro-celi-santos",318,1,90,"","SUMA",7,"SUMA","Nacional",25,"Nacional","Guillermo Alejandro Celi Santos","Guillermo Alejandro","Celi Santos","Masculino","Desarrollo Económico, Productivo y la Microempresa","@GuillermoCeli","","/media/fotos_asambleistas/celi_F5BnSZ2.png","/composicion/asambleistas/guillermo-alejandro-celi-santos/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/guillermo-alejandro-celi-santos?formato=csv"
"ludovico-israel-cruz-proano",317,1,91,"","SUMA",7,"SUMA","Chimborazo",13,"Provincial","Ludovico Israel Cruz Proaño","Ludovico Israel","Cruz Proaño","Masculino","Educación, Cultura y Ciencia y Tecnología","","","/media/fotos_asambleistas/cruz_PuuJWJh.png","/composicion/asambleistas/ludovico-israel-cruz-proano/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/ludovico-israel-cruz-proano?formato=csv"
"jeannine-del-cisne-cruz-vaca",205,1,92,"","CREO",33,"CREO","Loja",16,"Provincial","Jeannine Del Cisne Cruz Vaca","Jeannine Del Cisne","Cruz Vaca","Femenino","Educación, Cultura y Ciencia y Tecnología
Comisión Ocasional AAMPETRA","@Jeanninecruzz","","/media/fotos_asambleistas/cruz_Ep7QInR.png","/composicion/asambleistas/jeannine-del-cisne-cruz-vaca/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/jeannine-del-cisne-cruz-vaca?formato=csv"
"maria-de-lourdes-cuesta-orellana",316,1,93,"","Independiente",12,"Independiente","Azuay",10,"Provincial","María De Lourdes Cuesta Orellana","María De Lourdes","Cuesta Orellana","Femenino","Justicia y Estructura del Estado","@LouxC","","/media/fotos_asambleistas/Lourdes_Cuesta.png","/composicion/asambleistas/maria-de-lourdes-cuesta-orellana/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/maria-de-lourdes-cuesta-orellana?formato=csv"
"eduardo-mauricio-zambrano-valle",315,1,94,"","Otro movimiento",41,"Otro movimiento","América Latina, El Caribe y África",27,"Represante Extranjero","Eduardo Mauricio Zambrano Valle","Eduardo Mauricio","Zambrano Valle","Masculino","Desarrollo Económico, Productivo y la Microempresa","@emzambrano76","","/media/fotos_asambleistas/zambrano_m_IZNlBq1.png","/composicion/asambleistas/eduardo-mauricio-zambrano-valle/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/eduardo-mauricio-zambrano-valle?formato=csv"
"francisco-javier-cadena-huertas",314,1,95,"","Social Conservador del Carchi",20,"Social Conservador del Carchi","Carchi",12,"Provincial","Francisco Javier Cadena Huertas","Francisco Javier","Cadena Huertas","Masculino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","","","/media/fotos_asambleistas/cadena_4bdntsb.png","/composicion/asambleistas/francisco-javier-cadena-huertas/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/francisco-javier-cadena-huertas?formato=csv"
"elio-german-pena-ontaneda",313,1,96,"","Pachakutik",2,"Pachakutik","Zamora Chinchipe",23,"Provincial","Elio German Peña Ontaneda","Elio German","Peña Ontaneda","Masculino","Justicia y Estructura del Estado
Fiscalización y Control Político","@ElioPk18","","/media/fotos_asambleistas/pe%C3%B1a_oQtEGTM.png","/composicion/asambleistas/elio-german-pena-ontaneda/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/elio-german-pena-ontaneda?formato=csv"
"raul-freddy-bolivar-campoverde-gonzalez",339,1,97,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Raúl Freddy Bolívar Campoverde González","Raúl Freddy Bolívar","Campoverde González","Masculino","Participación Ciudadana y Control Social","","","/media/fotos_asambleistas/Campoverde_Raul_Fredy.png","/composicion/asambleistas/raul-freddy-bolivar-campoverde-gonzalez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/raul-freddy-bolivar-campoverde-gonzalez?formato=csv"
"dallyana-marianela-passailaigue-manosalvas",311,1,98,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Dallyana Marianela Passailaigue Manosalvas","Dallyana Marianela","Passailaigue Manosalvas","Femenino","Educación, Cultura y Ciencia y Tecnología","@dallyanapass","","/media/fotos_asambleistas/paissaillegue.png","/composicion/asambleistas/dallyana-marianela-passailaigue-manosalvas/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/dallyana-marianela-passailaigue-manosalvas?formato=csv"
"cristina-eugenia-reyes-hidalgo",310,1,99,"","Partido Social Cristiano",3,"Partido Social Cristiano","Nacional",25,"Nacional","Cristina Eugenia Reyes Hidalgo","Cristina Eugenia","Reyes Hidalgo","Femenino","Derechos de los Trabajadores y la Seguridad Social","@CristinaReyesec","","/media/fotos_asambleistas/reyes.png","/composicion/asambleistas/cristina-eugenia-reyes-hidalgo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/cristina-eugenia-reyes-hidalgo?formato=csv"
"pedro-curichumbi-yupanqui",309,1,100,"","CREO-AMAUTA YUYAY",36,"CREO","Chimborazo",13,"Provincial","Pedro Curichumbi Yupanqui","Pedro","Curichumbi Yupanqui","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@PedroCurichumbi","","/media/fotos_asambleistas/curichumbi_QCERFpK.png","/composicion/asambleistas/pedro-curichumbi-yupanqui/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/pedro-curichumbi-yupanqui?formato=csv"
"patricio-donoso-chiriboga",308,1,101,"","CREO",33,"CREO","Pichincha",3,"Provincial","Patricio Donoso Chiriboga","Patricio","Donoso Chiriboga","Masculino","Régimen Económico y Tributario y su Regulación y Control","@donoso2013","","/media/fotos_asambleistas/donoso_YzRMrKd.png","/composicion/asambleistas/patricio-donoso-chiriboga/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/patricio-donoso-chiriboga?formato=csv"
"fernando-patricio-flores-vasquez",307,1,102,"","CREO",33,"CREO","América Latina, El Caribe y África",27,"Represante Extranjero","Fernando Patricio Flores Vásquez","Fernando Patricio","Flores Vásquez","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","","","/media/fotos_asambleistas/flores_1zBjpJM.png","/composicion/asambleistas/fernando-patricio-flores-vasquez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/fernando-patricio-flores-vasquez?formato=csv"
"rosa-isabel-verdezoto-reinoso",347,1,103,"","Juntos Podemos",39,"Juntos Podemos","Tungurahua",18,"Provincial","Rosa Isabel Verdezoto Reinoso","Rosa Isabel","Verdezoto Reinoso","Femenino","Derecho a la Salud","@verdezoto_rosa","","/media/fotos_asambleistas/Rosa_Verdozoto_Juntos_Podemos.png","/composicion/asambleistas/rosa-isabel-verdezoto-reinoso/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/rosa-isabel-verdezoto-reinoso?formato=csv"
"angel-mesias-gende-calazacon",305,1,104,"BSwg44X0xv4","Movimiento Alianza Tsáchila",37,"Movimiento Alianza Tsáchila","Santo Domingo de los Tsáchilas",17,"Provincial","Ángel Mesías Gende Calazacon","Ángel Mesías","Gende Calazacon","Masculino","Derechos Colectivos, Comunitarios y la Interculturalidad","@yagende","¿Qué es la fiscalización?","/media/fotos_asambleistas/alianza_tsachila_angel_gende_cir.jpg","/composicion/asambleistas/angel-mesias-gende-calazacon/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/angel-mesias-gende-calazacon?formato=csv"
"roberto-andres-gomez-alcivar",304,1,105,"","CREO",33,"CREO","Guayas",6,"Provincial","Roberto Andrés Gómez Alcívar","Roberto Andrés","Gómez Alcívar","Masculino","Derechos de los Trabajadores y la Seguridad Social","@GomezRobertoA","","/media/fotos_asambleistas/gomez_ejckjZR.png","/composicion/asambleistas/roberto-andres-gomez-alcivar/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/roberto-andres-gomez-alcivar?formato=csv"
"mariano-zambrano-vera",303,1,106,"","Alianza PAIS-Unidad Primero",23,"Alianza PAIS","Manabí",5,"Provincial","Mariano Zambrano Vera","Mariano","Zambrano Vera","Masculino","Desarrollo Económico, Productivo y la Microempresa","@MarianoEsManabi","","/media/fotos_asambleistas/zambrano_mariano.png","/composicion/asambleistas/mariano-zambrano-vera/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/mariano-zambrano-vera?formato=csv"
"jaime-enrique-jimmy-candell-soto",322,1,107,"","Movimiento Peninsular Creyendo en Nuestra Gente",8,"Movimiento Peninsular Creyendo en Nuestra Gente","Santa Elena",7,"Provincial","Jaime Enrique Jimmy Candell Soto","Jaime Enrique Jimmy","Candell Soto","Masculino","Educación, Cultura y Ciencia y Tecnología","@JimmyCandell","","/media/fotos_asambleistas/candell_f4eD80q.png","/composicion/asambleistas/jaime-enrique-jimmy-candell-soto/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/jaime-enrique-jimmy-candell-soto?formato=csv"
"maria-encarnacion-duchi-guaman",301,1,108,"","Pachakutik",2,"Pachakutik","Cañar",1,"Provincial","María Encarnación Duchi Guamán","María Encarnación","Duchi Guamán","Femenino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@EncaDuchi","","/media/fotos_asambleistas/duchi.png","/composicion/asambleistas/maria-encarnacion-duchi-guaman/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/maria-encarnacion-duchi-guaman?formato=csv"
"jaime-fernando-olivo-pallo",300,1,109,"","Pachakutik",2,"Pachakutik","Cotopaxi",14,"Provincial","Jaime Fernando Olivo Pallo","Jaime Fernando","Olivo Pallo","Masculino","Derechos Colectivos, Comunitarios y la Interculturalidad
Fiscalización y Control Político","","","/media/fotos_asambleistas/olivo.png","/composicion/asambleistas/jaime-fernando-olivo-pallo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/jaime-fernando-olivo-pallo?formato=csv"
"cesar-eduardo-rohon-hervas",299,1,110,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Cesar Eduardo Rohon Hervas","Cesar Eduardo","Rohon Hervas","Masculino","Desarrollo Económico, Productivo y la Microempresa","@CesarRohon","","/media/fotos_asambleistas/rohon.png","/composicion/asambleistas/cesar-eduardo-rohon-hervas/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/cesar-eduardo-rohon-hervas?formato=csv"
"samia-tacle-garcia",353,1,111,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Samia Tacle García","Samia","Tacle García","Femenino","Derechos de los Trabajadores y la Seguridad Social","https://twitter.com/samiatacle","","/media/fotos_asambleistas/Samia-OL.png","/composicion/asambleistas/samia-tacle-garcia/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/samia-tacle-garcia?formato=csv"
"ramon-fortunato-teran-salcedo",297,1,112,"","Partido Social Cristiano",3,"Partido Social Cristiano","Los Ríos",9,"Provincial","Ramón Fortunato Terán Salcedo","Ramón Fortunato","Terán Salcedo","Masculino","Participación Ciudadana y Control Social","@RamonTeranPSC6","","/media/fotos_asambleistas/teran.png","/composicion/asambleistas/ramon-fortunato-teran-salcedo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/ramon-fortunato-teran-salcedo?formato=csv"
"luis-esteban-torres-cobo",329,1,113,"","Movimiento PSC-Cambio",15,"Movimiento PSC","Tungurahua",18,"Provincial","Luis Esteban Torres Cobo","Luis Esteban","Torres Cobo","Masculino","Justicia y Estructura del Estado","","","/media/fotos_asambleistas/Torres_Cobo.png","/composicion/asambleistas/luis-esteban-torres-cobo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/luis-esteban-torres-cobo?formato=csv"
"maria-gabriela-larreategui-fabara",295,1,114,"","SUMA",7,"SUMA","Pichincha",3,"Provincial","María Gabriela Larreátegui Fabara","María Gabriela","Larreátegui Fabara","Femenino","Régimen Económico y Tributario y su Regulación y Control","@Gabitegui","","/media/fotos_asambleistas/larreategui_Rx7b5DL.png","/composicion/asambleistas/maria-gabriela-larreategui-fabara/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/maria-gabriela-larreategui-fabara?formato=csv"
"diana-gabriela-saltos-moreira",344,1,115,"","Independiente",12,"Independiente","Los Ríos",9,"Provincial","Diana Gabriela Saltos Moreira","Diana Gabriela","Saltos Moreira","Femenino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero","","","/media/fotos_asambleistas/Saltos_Diana.png","/composicion/asambleistas/diana-gabriela-saltos-moreira/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/diana-gabriela-saltos-moreira?formato=csv"
"silvia-lorena-vera-calderon",343,1,116,"","CREO",33,"CREO","Guayas",6,"Provincial","Silvia Lorena Vera Calderón","Silvia Lorena","Vera Calderón","Femenino","Educación, Cultura y Ciencia y Tecnología","","","/media/fotos_asambleistas/Vera_Silvia.png","/composicion/asambleistas/silvia-lorena-vera-calderon/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/silvia-lorena-vera-calderon?formato=csv"
"mae-montano-valencia",272,1,117,"","Independiente",12,"Independiente","Nacional",25,"Nacional","Mae Montaño Valencia","Mae","Montaño Valencia","Femenino","Participación Ciudadana y Control Social","@maemontanov","","/media/fotos_asambleistas/monta%C3%B1o_ifdIfRN.png","/composicion/asambleistas/mae-montano-valencia/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/mae-montano-valencia?formato=csv"
"henry-fredy-moreno-guerrero",270,1,118,"","CREO",33,"CREO","Pastaza",21,"Provincial","Henry Fredy Moreno Guerrero","Henry Fredy","Moreno Guerrero","Masculino","Biodiversidad y Recursos Naturales","@HenryMorenoEC","","/media/fotos_asambleistas/moreno_xodjjd3.png","/composicion/asambleistas/henry-fredy-moreno-guerrero/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/henry-fredy-moreno-guerrero?formato=csv"
"hector-patricio-munoz-alarcon",267,1,119,"","Independiente",12,"Independiente","Pichincha",3,"Provincial","Héctor Patricio Muñoz Alarcón","Héctor Patricio","Muñoz Alarcón","Masculino","Justicia y Estructura del Estado","@hmunozalarcon","","/media/fotos_asambleistas/H%C3%A9ctor_Mu%C3%B1oz-_Independiente.png","/composicion/asambleistas/hector-patricio-munoz-alarcon/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/hector-patricio-munoz-alarcon?formato=csv"
"luis-alberto-pachala-poma",262,1,120,"","CREO-SI ARI",40,"CREO","Bolívar",11,"Provincial","Luis Alberto Pachala Poma","Luis Alberto","Pachala Poma","Masculino","Régimen Económico y Tributario y su Regulación y Control","@luispachala","","/media/fotos_asambleistas/pachala.png","/composicion/asambleistas/luis-alberto-pachala-poma/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/luis-alberto-pachala-poma?formato=csv"
"raul-estupinan-tello-benalcazar",259,1,121,"","Movimiento Político Unidos por Pastaza",19,"Movimiento Político Unidos por Pastaza","Pastaza",21,"Provincial","Raúl Estupiñan Tello Benalcázar","Raúl Estupiñan","Tello Benalcázar","Masculino","Participación Ciudadana y Control Social","@Raultellob","","/media/fotos_asambleistas/tello.png","/composicion/asambleistas/raul-estupinan-tello-benalcazar/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/raul-estupinan-tello-benalcazar?formato=csv"
"maria-mercedes-cuesta-concari",323,1,122,"","Fuerza Ecuador",18,"Fuerza Ecuador","Nacional",25,"Nacional","María Mercedes Cuesta Concari","María Mercedes","Cuesta Concari","Femenino","Desarrollo Económico, Productivo y la Microempresa","@mmcuesta","","/media/fotos_asambleistas/cuesta_3EQbbiN.png","/composicion/asambleistas/maria-mercedes-cuesta-concari/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/maria-mercedes-cuesta-concari?formato=csv"
